70.5187,13.7278,63.9113,377
70.6948,17.0263,61.2538,377
74.0495,11.716,59.0919,377
74.6884,10.1855,62.1062,375
69.4214,18.8065,69.271,374
74.7841,16.4403,62.8939,376
68.5768,11.4941,57.4984,375
68.736,18.0416,67.4604,377
66.4775,16.6632,72.4301,377
79.5805,16.6824,62.2229,375
71.357,16.2385,59.5238,374
74.4124,11.9081,71.5269,376
72.9201,12.0351,72.3678,376
71.9425,19.3531,74.6116,377
75.7901,14.3357,77.6476,375
77.1074,12.2765,75.0646,375
73.1463,15.8706,73.7648,376
68.471,17.4341,73.3146,376
73.5618,16.5536,77.6243,375
73.9183,7.40588,72.4438,376
71.612,13.7443,60.0533,376
74.2428,12.2654,59.6978,376
69.6992,6.59044,73.6933,375
64.1743,11.3239,62.4088,375
63.2991,11.5153,61.6818,374
64.0596,13.0057,61.3136,376
78.3655,15.3893,60.9717,375
79.2942,13.4698,62.2613,376
64.8124,15.2842,72.4949,376
66.7587,21.5189,63.7953,375
65.3139,21.7198,66.1748,375
65.1563,17.7842,67.3784,375
70.4367,18.6678,79.0456,376
79.8561,19.0066,63.8171,374
63.8883,15.3248,68.6446,375
72.4049,16.0443,56.3941,375
71.1143,15.7778,56.3386,374
66.1985,10.7994,71.6227,375
79.0933,9.98384,79.0883,377
81.7989,12.0571,68.7587,377
79.9558,9.66969,62.6565,375
81.4593,15.6385,64.0808,374
82.7312,19.9394,69.7499,374
83.214,19.8666,69.8268,377
79.1074,24.3902,73.647,374
82.7424,16.1907,76.4489,374
83.4922,17.4365,65.3323,375
84.5084,15.7344,72.6335,377
91.5817,14.0881,66.4809,374
88.8096,8.17264,72.8201,375
90.4021,10.2391,67.3211,376
91.3723,12.3748,55.2856,377
97.0848,10.9927,56.7284,377
93.0055,10.9043,59.7995,377
94.6111,12.8601,56.179,377
92.5832,10.2598,58.578,375
97.2947,13.8337,53.9519,376
94.1494,6.06016,58.0541,375
93.833,12.9079,66.1786,376
90.3335,11.4061,72.9371,377
92.8648,9.49314,76.1818,374
92.6858,4.06884,70.2646,377
92.8794,1.95039,68.971,375
89.4853,98.9977,68.0992,375
87.2848,2.15093,68.263,377
84.6549,97.9636,65.9222,377
84.6874,97.3204,74.3919,375
86.5844,2.96915,70.9635,375
86.4843,0.404344,65.8926,377
87.4295,96.9485,69.2064,377
90.7482,96.6914,68.2943,376
85.0793,0.048071,65.4132,377
84.2246,99.4593,67.1029,374
83.8473,95.7257,66.3969,377
87.0886,3.89193,73.5832,374
89.9566,4.6302,72.7928,375
88.341,14.3575,69.6012,374
84.6467,15.5625,66.1029,377
89.4464,6.33833,69.1729,374
98.5442,11.0885,58.6464,377
94.0467,10.1346,55.0847,374
91.3787,12.093,69.0228,374
90.4777,15.3429,64.3124,374
90.7501,12.0122,57.6102,375
91.1924,12.2278,69.2752,377
92.7235,15.3201,56.9809,376
1.52936,9.01441,70.3567,375
99.3516,9.99674,71.3922,377
97.4786,10.9552,71.2208,375
99.2637,12.6588,69.9396,374
1.37342,6.36037,71.3071,377
2.98978,6.83829,74.0543,376
1.13062,6.1584,76.5475,377
1.05218,3.68109,74.1177,375
0.700495,12.8214,76.1428,377
98.3064,7.73675,78.9771,374
8.71563,4.82567,68.5334,374
8.62997,10.9545,66.5838,377
5.5041,6.29141,60.6476,374
6.38327,5.38285,73.495,377
9.65856,1.18627,64.0521,377
2.87921,3.0662,56.7586,374
9.19494,0.724607,65.3687,376
9.21482,11.913,66.5547,375
10.2184,6.05994,54.1515,375
9.82935,5.01622,55.0384,376
11.8535,5.68584,59.7499,375
12.7029,9.04402,59.8513,374
12.7193,11.9621,60.0073,374
9.70982,3.25951,57.4579,376
16.4616,9.43912,60.049,374
13.9784,5.18888,60.7789,374
12.9409,14.639,67.7489,377
11.2558,0.783676,65.7705,377
4.93223,5.98888,56.8665,376
13.1438,5.566,58.1269,375
5.59516,9.96631,62.859,374
6.47562,8.20437,74.6482,377
5.14357,10.8823,75.3655,374
2.89901,7.0295,71.915,374
99.8314,10.9128,75.6811,374
97.9026,7.76685,73.0592,376
0.888108,5.79284,76.9886,375
97.4772,9.24937,78.9144,376
0.634085,12.3066,78.842,377
1.22133,5.31431,71.907,374
6.18405,0.017095,65.8689,374
