38.582047,46.02191,21.83944,6552
45.67559,48.721264,62.297855,6538
18.777832,50.859688,60.160503,6462
12.2662945,24.1203,58.94753,6440
5.380081,20.390858,60.39837,6423
7.542683,43.984127,30.375244,6554
42.75977,95.85849,24.33975,6518
51.347572,123.50832,20.06435,6507
23.350721,94.93593,43.262093,6405
2.6565194,77.06616,28.72913,6401
82.89522,102.60445,2.554969,6584
110.66533,75.56615,20.148268,6559
93.60935,107.086586,3.7172675,6521
120.221886,118.29626,37.93874,6518
92.10535,73.14117,44.855587,6498
89.12783,39.11906,66.62886,6559
111.78643,1.245019,41.381298,6537
71.390335,20.083012,92.482635,6525
82.77793,16.721384,70.96837,6481
84.2855,22.378805,98.16323,6477
84.65235,42.806976,97.68401,6453
79.61887,14.942085,51.790524,6448
97.34627,62.8297,69.37708,6424
97.03508,25.266258,39.993744,6413
85.4015,43.97534,99.58771,6412
116.248,62.662712,103.377525,6589
71.78915,83.73803,71.680374,6573
122.96597,36.530815,108.90972,6556
92.095955,95.80867,63.5016,6491
118.68206,36.8122,99.2302,6443
103.06219,60.325085,94.84736,6424
109.476006,101.04364,81.40807,6421
118.86146,96.49904,106.72059,6401
29.466143,93.9775,82.818825,6554
37.46695,106.73924,122.42241,6492
29.788498,45.126106,73.15246,6568
15.346307,70.22173,113.193794,6551
53.943768,45.115887,64.169205,6544
30.428497,71.03395,111.089745,6534
14.867323,101.701904,100.906654,6450
8.4749775,3.984456,106.331116,6498
41.942127,27.211382,100.6246,6495
35.100906,17.09705,110.85983,6447
40.725864,24.079067,111.86787,6406
25.818314,27.180271,225.92612,6574
56.247505,16.031834,160.36488,6573
1.8516883,14.867738,157.21204,6568
30.28849,23.947807,224.60997,6445
33.689255,39.447266,215.09236,6431
5.318229,32.079395,212.16644,6577
45.566044,109.0307,195.75243,6559
35.288765,85.60249,233.11446,6557
30.874937,86.02636,231.56169,6530
33.628727,68.60386,245.39223,6469
31.791168,78.727165,241.81256,6467
10.84246,120.7922,153.37152,6553
18.694105,89.02219,145.1881,6540
10.35359,122.89985,133.26897,6480
17.732508,111.09533,181.78595,6470
31.966684,123.84087,236.1884,6442
37.643524,65.68999,128.83624,6438
31.088205,92.298225,185.04272,6428
54.625835,110.36599,140.32797,6511
73.29092,95.6791,158.03098,6491
87.41503,93.21144,178.79276,6572
71.42453,110.31675,189.09825,6567
82.95029,88.38141,171.10056,6564
121.53107,96.42805,136.23053,6541
112.25239,114.77009,213.96735,6520
115.34159,96.00447,206.74065,6467
102.793846,101.735466,228.99858,6465
98.95896,64.12471,184.33876,6429
79.30515,112.753136,223.54117,6425
109.20393,123.130844,166.64352,6408
84.82125,82.73846,242.03668,6517
